order_id,customer_id,order_date,product_id,quantity,unit_price,discount_pct,net_revenue,channel,month
O002889,C2261,2024-12-03,P012,1,79.0,0.0,79.0,DTC,2024-12
O002890,C0863,2024-03-29,P011,2,20.0,0.0,40.0,DTC,2024-03
O002891,C2370,2024-06-15,P011,1,20.0,0.05,19.0,DTC,2024-06
O002892,C2356,2025-03-01,P011,2,20.0,0.0,40.0,DTC,2025-03
O002893,C1080,2024-06-10,P004,3,32.0,0.15,81.6,Subscription,2024-06
O002894,C2240,2024-10-24,P001,2,25.0,0.0,50.0,DTC,2024-10
O002895,C1572,2024-10-04,P008,1,25.0,0.1,22.5,DTC,2024-10
O002896,C2802,2024-06-10,P009,1,32.0,0.15,27.2,Subscription,2024-06
O002897,C2958,2024-12-06,P002,2,25.0,0.05,47.5,DTC,2024-12
O002898,C1664,2025-10-31,P010,1,28.0,0.0,28.0,DTC,2025-10
O002899,C0484,2025-03-09,P011,1,20.0,0.0,20.0,DTC,2025-03
O002900,C2870,2025-12-28,P009,1,32.0,0.05,30.4,DTC,2025-12
O002901,C2115,2025-06-11,P008,1,25.0,0.05,23.75,Subscription,2025-06
O002902,C2475,2025-11-04,P009,1,32.0,0.1,28.8,DTC,2025-11
O002903,C0113,2024-02-01,P003,2,25.0,0.0,50.0,DTC,2024-02
O002904,C0949,2025-03-18,P009,1,32.0,0.0,32.0,DTC,2025-03
O002905,C1994,2025-05-10,P002,1,25.0,0.0,25.0,DTC,2025-05
O002906,C0870,2025-01-16,P011,1,20.0,0.0,20.0,DTC,2025-01
O002907,C1023,2025-06-23,P004,3,32.0,0.0,96.0,DTC,2025-06
O002908,C0943,2025-08-04,P009,2,32.0,0.05,60.8,DTC,2025-08
O002909,C2235,2024-08-17,P007,1,32.0,0.0,32.0,DTC,2024-08
O002910,C1747,2025-06-01,P001,3,25.0,0.15,63.75,DTC,2025-06
O002911,C0349,2024-05-19,P005,2,25.0,0.0,50.0,DTC,2024-05
O002912,C1026,2024-05-12,P004,2,32.0,0.0,64.0,DTC,2024-05
O002913,C1665,2025-11-09,P012,1,79.0,0.0,79.0,DTC,2025-11
O002914,C1287,2024-01-20,P012,1,79.0,0.0,79.0,DTC,2024-01
O002915,C1896,2024-01-03,P011,1,20.0,0.0,20.0,DTC,2024-01
O002916,C1533,2025-01-21,P006,2,25.0,0.05,47.5,Subscription,2025-01
O002917,C1727,2024-10-17,P010,1,28.0,0.05,26.6,Subscription,2024-10
O002918,C0689,2025-10-04,P005,1,25.0,0.0,25.0,DTC,2025-10
O002919,C2966,2024-09-11,P007,1,32.0,0.0,32.0,DTC,2024-09
O002920,C2931,2025-10-23,P005,3,25.0,0.15,63.75,DTC,2025-10
O002921,C1464,2025-05-14,P002,1,25.0,0.0,25.0,DTC,2025-05
O002922,C2539,2024-01-13,P007,1,32.0,0.0,32.0,Subscription,2024-01
O002923,C2779,2025-09-26,P008,1,25.0,0.0,25.0,DTC,2025-09
O002924,C1124,2024-07-25,P001,2,25.0,0.0,50.0,Subscription,2024-07
O002925,C1249,2025-08-22,P009,1,32.0,0.0,32.0,DTC,2025-08
O002926,C2108,2025-02-06,P010,1,28.0,0.0,28.0,DTC,2025-02
O002927,C0661,2024-08-15,P004,2,32.0,0.1,57.6,DTC,2024-08
O002928,C0372,2025-08-27,P005,1,25.0,0.0,25.0,DTC,2025-08
O002929,C2211,2025-11-10,P009,1,32.0,0.05,30.4,DTC,2025-11
O002930,C1128,2024-07-31,P011,1,20.0,0.0,20.0,Subscription,2024-07
O002931,C1781,2025-04-07,P001,3,25.0,0.0,75.0,DTC,2025-04
O002932,C1131,2024-09-13,P011,1,20.0,0.0,20.0,Subscription,2024-09
O002933,C2231,2025-03-06,P008,2,25.0,0.0,50.0,DTC,2025-03
O002934,C1374,2025-08-13,P010,1,28.0,0.0,28.0,Subscription,2025-08
O002935,C0436,2025-02-07,P004,1,32.0,0.0,32.0,DTC,2025-02
O002936,C2963,2025-11-04,P011,1,20.0,0.05,19.0,DTC,2025-11
O002937,C2026,2024-03-14,P004,2,32.0,0.0,64.0,DTC,2024-03
O002938,C2029,2024-08-05,P003,1,25.0,0.0,25.0,DTC,2024-08
O002939,C0548,2025-12-07,P008,1,25.0,0.15,21.25,DTC,2025-12
O002940,C0176,2024-04-06,P003,1,25.0,0.0,25.0,Subscription,2024-04
O002941,C1230,2025-04-25,P010,1,28.0,0.0,28.0,Subscription,2025-04
O002942,C0653,2025-08-25,P007,2,32.0,0.0,64.0,DTC,2025-08
O002943,C1320,2024-12-22,P006,1,25.0,0.0,25.0,DTC,2024-12
O002944,C2066,2024-11-21,P007,2,32.0,0.0,64.0,Subscription,2024-11
O002945,C2447,2025-12-11,P002,3,25.0,0.0,75.0,DTC,2025-12
O002946,C2544,2025-01-23,P004,1,32.0,0.0,32.0,Subscription,2025-01
O002947,C1405,2025-03-01,P007,1,32.0,0.05,30.4,DTC,2025-03
O002948,C1446,2024-07-03,P010,1,28.0,0.0,28.0,Subscription,2024-07
O002949,C1138,2024-05-21,P009,2,32.0,0.0,64.0,DTC,2024-05
O002950,C2859,2024-01-01,P010,1,28.0,0.0,28.0,Subscription,2024-01
O002951,C1689,2025-12-02,P012,2,79.0,0.0,158.0,Subscription,2025-12
O002952,C1917,2024-07-18,P012,2,79.0,0.0,158.0,DTC,2024-07
O002953,C2589,2024-04-13,P003,1,25.0,0.0,25.0,DTC,2024-04
O002954,C1679,2025-11-05,P011,2,20.0,0.0,40.0,DTC,2025-11
O002955,C0095,2024-06-11,P005,2,25.0,0.0,50.0,DTC,2024-06
O002956,C2022,2025-11-13,P012,1,79.0,0.15,67.15,DTC,2025-11
O002957,C0620,2025-01-15,P001,1,25.0,0.15,21.25,DTC,2025-01
O002958,C0941,2024-03-03,P004,1,32.0,0.0,32.0,Subscription,2024-03
O002959,C0933,2024-06-19,P007,2,32.0,0.0,64.0,DTC,2024-06
O002960,C1539,2025-02-16,P011,1,20.0,0.0,20.0,DTC,2025-02
O002961,C1566,2024-05-01,P002,1,25.0,0.0,25.0,DTC,2024-05
O002962,C1000,2024-04-27,P009,1,32.0,0.0,32.0,DTC,2024-04
O002963,C2601,2025-01-20,P008,1,25.0,0.0,25.0,DTC,2025-01
O002964,C2886,2024-03-24,P004,3,32.0,0.0,96.0,DTC,2024-03
O002965,C1624,2024-10-25,P012,2,79.0,0.1,142.2,DTC,2024-10
O002966,C2574,2025-09-18,P008,1,25.0,0.05,23.75,DTC,2025-09
O002967,C1736,2025-05-22,P004,1,32.0,0.0,32.0,DTC,2025-05
O002968,C2578,2025-04-11,P007,1,32.0,0.0,32.0,DTC,2025-04
O002969,C1112,2025-08-18,P006,2,25.0,0.0,50.0,DTC,2025-08
O002970,C2828,2025-05-17,P010,2,28.0,0.0,56.0,DTC,2025-05
O002971,C1919,2024-09-23,P007,1,32.0,0.0,32.0,DTC,2024-09
O002972,C1299,2024-07-03,P008,1,25.0,0.0,25.0,DTC,2024-07
O002973,C2297,2024-02-14,P012,1,79.0,0.0,79.0,DTC,2024-02
O002974,C1241,2024-12-05,P005,1,25.0,0.0,25.0,DTC,2024-12
O002975,C1126,2024-02-25,P007,2,32.0,0.0,64.0,DTC,2024-02
O002976,C2449,2025-04-28,P004,2,32.0,0.0,64.0,DTC,2025-04
O002977,C2642,2025-03-26,P004,1,32.0,0.0,32.0,Subscription,2025-03
O002978,C0012,2025-10-03,P007,2,32.0,0.0,64.0,DTC,2025-10
O002979,C1195,2025-11-10,P011,1,20.0,0.0,20.0,DTC,2025-11
O002980,C1175,2024-04-06,P011,1,20.0,0.1,18.0,DTC,2024-04
O002981,C0248,2025-05-22,P003,1,25.0,0.0,25.0,DTC,2025-05
O002982,C2050,2024-01-28,P003,2,25.0,0.0,50.0,DTC,2024-01
O002983,C1280,2024-08-14,P003,1,25.0,0.0,25.0,DTC,2024-08
O002984,C1556,2025-02-09,P009,1,32.0,0.05,30.4,DTC,2025-02
O002985,C2541,2024-04-20,P011,1,20.0,0.0,20.0,Subscription,2024-04
O002986,C1429,2024-09-13,P007,1,32.0,0.0,32.0,Subscription,2024-09
O002987,C2809,2024-05-12,P002,1,25.0,0.0,25.0,DTC,2024-05
O002988,C2406,2025-04-21,P007,2,32.0,0.0,64.0,DTC,2025-04
O002989,C1498,2024-10-08,P004,1,32.0,0.05,30.4,DTC,2024-10
O002990,C2964,2025-01-03,P007,1,32.0,0.0,32.0,DTC,2025-01
O002991,C1872,2025-06-12,P005,1,25.0,0.15,21.25,DTC,2025-06
O002992,C0217,2025-12-06,P001,1,25.0,0.0,25.0,Subscription,2025-12
O002993,C2008,2024-10-27,P005,1,25.0,0.0,25.0,Subscription,2024-10
O002994,C1916,2024-10-25,P007,1,32.0,0.0,32.0,DTC,2024-10
O002995,C2312,2025-04-06,P002,1,25.0,0.0,25.0,DTC,2025-04
O002996,C1374,2024-06-24,P012,1,79.0,0.0,79.0,Subscription,2024-06
O002997,C2538,2024-11-18,P001,1,25.0,0.0,25.0,DTC,2024-11
O002998,C0175,2025-02-18,P004,1,32.0,0.0,32.0,DTC,2025-02
O002999,C0699,2025-07-15,P012,2,79.0,0.05,150.1,DTC,2025-07
O003000,C0256,2025-11-30,P001,2,25.0,0.0,50.0,DTC,2025-11
O003001,C0703,2025-10-17,P007,1,32.0,0.0,32.0,DTC,2025-10
O003002,C2757,2024-09-14,P001,1,25.0,0.0,25.0,DTC,2024-09
O003003,C0931,2024-12-10,P008,2,25.0,0.0,50.0,Subscription,2024-12
O003004,C2192,2024-12-04,P004,1,32.0,0.05,30.4,DTC,2024-12
O003005,C2772,2024-01-29,P008,1,25.0,0.0,25.0,DTC,2024-01
O003006,C2585,2025-08-08,P007,1,32.0,0.0,32.0,DTC,2025-08
O003007,C2066,2024-06-03,P012,3,79.0,0.0,237.0,Subscription,2024-06
O003008,C2312,2025-03-03,P011,2,20.0,0.05,38.0,DTC,2025-03
O003009,C1766,2024-06-14,P012,1,79.0,0.0,79.0,DTC,2024-06
O003010,C1219,2025-02-01,P009,1,32.0,0.0,32.0,DTC,2025-02
O003011,C1883,2024-11-18,P002,1,25.0,0.0,25.0,Subscription,2024-11
O003012,C0003,2024-03-04,P004,1,32.0,0.0,32.0,DTC,2024-03
O003013,C1407,2025-09-10,P005,1,25.0,0.0,25.0,DTC,2025-09
O003014,C2534,2025-09-12,P003,1,25.0,0.0,25.0,Subscription,2025-09
O003015,C1155,2024-09-07,P006,2,25.0,0.0,50.0,DTC,2024-09
O003016,C1901,2025-04-12,P003,2,25.0,0.05,47.5,DTC,2025-04
O003017,C1511,2025-09-23,P001,1,25.0,0.0,25.0,Subscription,2025-09
O003018,C1736,2025-10-09,P002,1,25.0,0.0,25.0,DTC,2025-10
O003019,C1096,2024-09-03,P011,2,20.0,0.0,40.0,DTC,2024-09
O003020,C1582,2025-07-30,P001,1,25.0,0.0,25.0,DTC,2025-07
O003021,C2752,2024-01-08,P009,1,32.0,0.0,32.0,DTC,2024-01
O003022,C0095,2024-12-16,P008,2,25.0,0.0,50.0,DTC,2024-12
O003023,C0950,2024-08-26,P002,1,25.0,0.0,25.0,DTC,2024-08
O003024,C1519,2024-07-26,P002,1,25.0,0.0,25.0,Subscription,2024-07
O003025,C1769,2025-09-10,P002,1,25.0,0.0,25.0,DTC,2025-09
O003026,C1667,2025-12-26,P001,1,25.0,0.0,25.0,DTC,2025-12
O003027,C2070,2024-01-20,P007,2,32.0,0.0,64.0,DTC,2024-01
O003028,C1126,2025-05-31,P005,1,25.0,0.0,25.0,DTC,2025-05
O003029,C1327,2024-12-01,P006,3,25.0,0.0,75.0,DTC,2024-12
O003030,C2576,2024-11-05,P009,1,32.0,0.0,32.0,DTC,2024-11
O003031,C0768,2024-05-09,P011,1,20.0,0.0,20.0,DTC,2024-05
O003032,C0982,2024-12-19,P012,1,79.0,0.1,71.1,Subscription,2024-12
O003033,C0990,2025-10-26,P006,1,25.0,0.0,25.0,DTC,2025-10
O003034,C2183,2024-06-09,P003,3,25.0,0.0,75.0,DTC,2024-06
O003035,C1623,2025-08-12,P006,1,25.0,0.0,25.0,Subscription,2025-08
O003036,C0970,2025-08-14,P007,1,32.0,0.0,32.0,DTC,2025-08
O003037,C2130,2025-09-21,P003,1,25.0,0.1,22.5,DTC,2025-09
O003038,C1764,2024-07-20,P001,1,25.0,0.0,25.0,DTC,2024-07
O003039,C1989,2025-01-17,P009,1,32.0,0.0,32.0,DTC,2025-01
O003040,C2185,2025-11-06,P012,1,79.0,0.0,79.0,DTC,2025-11
O003041,C0831,2025-07-14,P005,3,25.0,0.0,75.0,DTC,2025-07
O003042,C2133,2025-06-06,P004,1,32.0,0.0,32.0,DTC,2025-06
O003043,C2829,2025-03-11,P001,1,25.0,0.0,25.0,DTC,2025-03
O003044,C2133,2024-01-14,P006,1,25.0,0.15,21.25,DTC,2024-01
O003045,C2248,2024-06-01,P001,1,25.0,0.0,25.0,DTC,2024-06
O003046,C2627,2024-10-28,P006,1,25.0,0.05,23.75,DTC,2024-10
O003047,C2442,2025-08-14,P008,1,25.0,0.0,25.0,DTC,2025-08
O003048,C2100,2024-10-17,P011,1,20.0,0.0,20.0,Subscription,2024-10
O003049,C2911,2025-06-03,P001,1,25.0,0.0,25.0,DTC,2025-06
O003050,C1542,2024-10-04,P011,1,20.0,0.0,20.0,DTC,2024-10
O003051,C2627,2025-05-30,P011,1,20.0,0.0,20.0,DTC,2025-05
O003052,C2996,2025-12-09,P008,1,25.0,0.0,25.0,DTC,2025-12
O003053,C0465,2025-08-07,P011,3,20.0,0.0,60.0,DTC,2025-08
O003054,C0410,2025-10-10,P006,1,25.0,0.1,22.5,Subscription,2025-10
O003055,C1681,2025-09-12,P001,2,25.0,0.05,47.5,Subscription,2025-09
O003056,C0320,2025-05-06,P004,1,32.0,0.0,32.0,DTC,2025-05
O003057,C0273,2025-09-01,P008,1,25.0,0.0,25.0,DTC,2025-09
O003058,C0500,2024-08-27,P010,1,28.0,0.0,28.0,DTC,2024-08
O003059,C1778,2025-01-01,P006,1,25.0,0.0,25.0,DTC,2025-01
O003060,C2429,2025-05-15,P010,1,28.0,0.15,23.8,DTC,2025-05
O003061,C2409,2025-10-25,P007,1,32.0,0.0,32.0,DTC,2025-10
O003062,C0732,2025-02-10,P001,1,25.0,0.15,21.25,DTC,2025-02
O003063,C2269,2025-03-19,P004,1,32.0,0.05,30.4,DTC,2025-03
O003064,C1428,2024-07-07,P003,1,25.0,0.0,25.0,DTC,2024-07
O003065,C1768,2025-12-26,P006,1,25.0,0.0,25.0,Subscription,2025-12
O003066,C0435,2024-02-26,P003,2,25.0,0.05,47.5,DTC,2024-02
O003067,C2282,2025-03-03,P010,1,28.0,0.0,28.0,DTC,2025-03
O003068,C2819,2025-07-26,P006,1,25.0,0.15,21.25,DTC,2025-07
O003069,C2513,2025-08-21,P011,2,20.0,0.0,40.0,DTC,2025-08
O003070,C2901,2025-07-22,P011,1,20.0,0.0,20.0,DTC,2025-07
O003071,C2199,2025-03-09,P001,1,25.0,0.0,25.0,DTC,2025-03
O003072,C2207,2025-08-16,P007,2,32.0,0.0,64.0,DTC,2025-08
O003073,C2113,2025-02-05,P003,2,25.0,0.0,50.0,DTC,2025-02
O003074,C2853,2025-10-07,P001,1,25.0,0.0,25.0,DTC,2025-10
O003075,C0985,2024-08-08,P001,1,25.0,0.0,25.0,DTC,2024-08
O003076,C2740,2024-11-17,P010,1,28.0,0.0,28.0,DTC,2024-11
O003077,C2016,2024-09-18,P008,3,25.0,0.0,75.0,DTC,2024-09
O003078,C0794,2025-07-01,P005,1,25.0,0.0,25.0,DTC,2025-07
O003079,C2723,2025-02-20,P006,1,25.0,0.0,25.0,DTC,2025-02
O003080,C0610,2025-09-23,P008,3,25.0,0.0,75.0,DTC,2025-09
O003081,C2875,2024-04-10,P008,1,25.0,0.0,25.0,Subscription,2024-04
O003082,C1869,2024-01-17,P010,1,28.0,0.0,28.0,DTC,2024-01
O003083,C1860,2024-03-18,P006,2,25.0,0.0,50.0,DTC,2024-03
O003084,C2669,2024-05-27,P007,1,32.0,0.0,32.0,DTC,2024-05
O003085,C1794,2024-07-09,P010,2,28.0,0.0,56.0,DTC,2024-07
O003086,C2411,2024-12-31,P008,1,25.0,0.0,25.0,DTC,2024-12
O003087,C1228,2025-10-08,P006,1,25.0,0.0,25.0,DTC,2025-10
O003088,C2409,2025-03-26,P004,1,32.0,0.0,32.0,DTC,2025-03
O003089,C2617,2025-05-15,P007,1,32.0,0.0,32.0,Subscription,2025-05
O003090,C1411,2025-06-18,P007,2,32.0,0.0,64.0,DTC,2025-06
O003091,C2245,2025-08-17,P012,1,79.0,0.0,79.0,DTC,2025-08
O003092,C1063,2025-10-04,P004,1,32.0,0.1,28.8,Subscription,2025-10
O003093,C1014,2024-03-04,P009,2,32.0,0.0,64.0,DTC,2024-03
O003094,C0548,2025-06-25,P012,1,79.0,0.0,79.0,DTC,2025-06
O003095,C2555,2024-10-02,P004,1,32.0,0.0,32.0,DTC,2024-10
O003096,C2845,2024-05-02,P011,3,20.0,0.0,60.0,Subscription,2024-05
O003097,C0838,2025-09-09,P001,1,25.0,0.0,25.0,DTC,2025-09
O003098,C2095,2025-03-09,P005,1,25.0,0.0,25.0,DTC,2025-03
O003099,C2418,2024-09-19,P003,1,25.0,0.1,22.5,Subscription,2024-09
O003100,C2091,2025-11-18,P005,1,25.0,0.0,25.0,DTC,2025-11
O003101,C0606,2024-04-19,P012,2,79.0,0.0,158.0,DTC,2024-04
O003102,C1440,2024-07-02,P002,1,25.0,0.0,25.0,DTC,2024-07
O003103,C2042,2024-08-10,P003,1,25.0,0.0,25.0,DTC,2024-08
O003104,C1618,2024-12-22,P006,2,25.0,0.0,50.0,DTC,2024-12
O003105,C0252,2024-03-09,P007,1,32.0,0.0,32.0,Subscription,2024-03
O003106,C1493,2025-04-24,P004,2,32.0,0.15,54.4,DTC,2025-04
O003107,C0955,2024-04-27,P011,1,20.0,0.0,20.0,DTC,2024-04
O003108,C0811,2024-04-29,P011,1,20.0,0.0,20.0,DTC,2024-04
O003109,C2897,2025-10-06,P002,1,25.0,0.0,25.0,Subscription,2025-10
O003110,C2298,2024-06-16,P006,1,25.0,0.0,25.0,Subscription,2024-06
O003111,C1735,2025-12-17,P007,1,32.0,0.0,32.0,Subscription,2025-12
O003112,C0274,2024-07-08,P010,1,28.0,0.0,28.0,DTC,2024-07
O003113,C0526,2024-07-18,P011,2,20.0,0.05,38.0,DTC,2024-07
O003114,C2416,2025-01-02,P011,2,20.0,0.0,40.0,Subscription,2025-01
O003115,C2963,2024-08-07,P010,1,28.0,0.0,28.0,DTC,2024-08
O003116,C2636,2024-05-15,P007,1,32.0,0.0,32.0,DTC,2024-05
O003117,C2718,2025-06-26,P007,1,32.0,0.15,27.2,DTC,2025-06
O003118,C2052,2025-07-05,P002,1,25.0,0.0,25.0,DTC,2025-07
O003119,C1166,2025-03-14,P010,1,28.0,0.0,28.0,DTC,2025-03
O003120,C0357,2024-07-17,P005,2,25.0,0.0,50.0,DTC,2024-07
O003121,C0738,2024-01-19,P010,1,28.0,0.0,28.0,DTC,2024-01
O003122,C2232,2025-04-30,P004,1,32.0,0.15,27.2,DTC,2025-04
O003123,C2204,2025-02-06,P009,1,32.0,0.0,32.0,DTC,2025-02
O003124,C1849,2025-03-03,P012,1,79.0,0.0,79.0,DTC,2025-03
O003125,C2617,2024-08-12,P007,2,32.0,0.0,64.0,DTC,2024-08
O003126,C1232,2025-06-25,P001,2,25.0,0.0,50.0,DTC,2025-06
O003127,C0358,2024-05-04,P008,1,25.0,0.0,25.0,DTC,2024-05
O003128,C0604,2025-12-09,P008,3,25.0,0.15,63.75,DTC,2025-12
O003129,C2858,2024-07-09,P007,1,32.0,0.0,32.0,DTC,2024-07
O003130,C2464,2025-02-18,P011,2,20.0,0.0,40.0,DTC,2025-02
O003131,C2335,2024-08-01,P007,1,32.0,0.05,30.4,DTC,2024-08
O003132,C1707,2025-06-22,P005,2,25.0,0.0,50.0,DTC,2025-06
O003133,C1773,2025-04-03,P007,1,32.0,0.05,30.4,DTC,2025-04
O003134,C1983,2025-07-01,P005,1,25.0,0.0,25.0,DTC,2025-07
O003135,C1655,2025-09-27,P008,2,25.0,0.0,50.0,DTC,2025-09
O003136,C0668,2025-12-27,P007,1,32.0,0.05,30.4,DTC,2025-12
O003137,C0988,2024-02-17,P007,2,32.0,0.0,64.0,Subscription,2024-02
O003138,C2289,2024-03-05,P008,2,25.0,0.0,50.0,DTC,2024-03
O003139,C1841,2025-08-16,P004,1,32.0,0.0,32.0,DTC,2025-08
O003140,C2170,2024-07-03,P005,1,25.0,0.0,25.0,DTC,2024-07
O003141,C2466,2025-02-01,P011,1,20.0,0.0,20.0,DTC,2025-02
O003142,C1860,2024-09-15,P005,2,25.0,0.0,50.0,DTC,2024-09
O003143,C1225,2025-10-12,P003,1,25.0,0.0,25.0,DTC,2025-10
O003144,C2273,2025-09-11,P002,3,25.0,0.0,75.0,DTC,2025-09
O003145,C1135,2025-06-11,P004,1,32.0,0.0,32.0,DTC,2025-06
O003146,C1576,2025-08-27,P007,2,32.0,0.15,54.4,DTC,2025-08
O003147,C0783,2024-09-20,P009,1,32.0,0.0,32.0,DTC,2024-09
O003148,C2786,2025-07-30,P002,1,25.0,0.0,25.0,DTC,2025-07
O003149,C2740,2025-09-06,P002,2,25.0,0.0,50.0,DTC,2025-09
O003150,C2972,2025-11-21,P003,1,25.0,0.0,25.0,DTC,2025-11
O003151,C0548,2025-02-14,P011,1,20.0,0.1,18.0,DTC,2025-02
O003152,C1977,2024-06-24,P007,1,32.0,0.0,32.0,DTC,2024-06
O003153,C1155,2024-07-08,P002,1,25.0,0.15,21.25,DTC,2024-07
O003154,C0539,2024-06-27,P009,1,32.0,0.0,32.0,DTC,2024-06
O003155,C1528,2025-07-13,P012,1,79.0,0.05,75.05,DTC,2025-07
O003156,C2095,2024-02-16,P010,3,28.0,0.05,79.8,DTC,2024-02
O003157,C2695,2025-08-09,P001,1,25.0,0.15,21.25,Subscription,2025-08
O003158,C0133,2024-07-26,P008,1,25.0,0.1,22.5,Subscription,2024-07
O003159,C1271,2024-01-15,P004,1,32.0,0.0,32.0,Subscription,2024-01
O003160,C0188,2024-09-05,P006,2,25.0,0.0,50.0,DTC,2024-09
O003161,C1905,2024-03-18,P003,1,25.0,0.15,21.25,DTC,2024-03
O003162,C0098,2024-02-22,P011,1,20.0,0.0,20.0,DTC,2024-02
O003163,C2000,2025-12-17,P001,1,25.0,0.0,25.0,DTC,2025-12
O003164,C1217,2024-03-17,P009,2,32.0,0.0,64.0,DTC,2024-03
O003165,C1198,2025-09-13,P002,1,25.0,0.0,25.0,DTC,2025-09
O003166,C1594,2025-07-17,P009,1,32.0,0.0,32.0,DTC,2025-07
O003167,C1594,2025-06-28,P008,1,25.0,0.0,25.0,DTC,2025-06
O003168,C0015,2025-04-25,P008,1,25.0,0.0,25.0,DTC,2025-04
O003169,C1374,2024-11-08,P009,1,32.0,0.0,32.0,Subscription,2024-11
O003170,C0054,2024-01-26,P008,2,25.0,0.0,50.0,Subscription,2024-01
O003171,C1402,2024-10-05,P002,1,25.0,0.0,25.0,DTC,2024-10
O003172,C2483,2025-04-02,P012,2,79.0,0.15,134.3,DTC,2025-04
O003173,C1694,2025-04-19,P002,1,25.0,0.0,25.0,DTC,2025-04
O003174,C2090,2024-01-23,P008,2,25.0,0.0,50.0,DTC,2024-01
O003175,C1060,2024-11-22,P005,1,25.0,0.0,25.0,DTC,2024-11
O003176,C0653,2024-08-12,P008,2,25.0,0.0,50.0,DTC,2024-08
O003177,C2959,2024-05-20,P005,1,25.0,0.1,22.5,DTC,2024-05
O003178,C0536,2025-07-03,P002,1,25.0,0.05,23.75,DTC,2025-07
O003179,C2228,2024-01-28,P010,1,28.0,0.0,28.0,DTC,2024-01
O003180,C2151,2024-04-28,P008,1,25.0,0.0,25.0,Subscription,2024-04
O003181,C2068,2024-04-17,P002,1,25.0,0.0,25.0,DTC,2024-04
O003182,C2481,2024-07-25,P011,1,20.0,0.0,20.0,DTC,2024-07
O003183,C2223,2025-08-08,P003,1,25.0,0.0,25.0,DTC,2025-08
O003184,C0771,2024-01-31,P008,1,25.0,0.0,25.0,DTC,2024-01
O003185,C2196,2024-10-24,P010,1,28.0,0.0,28.0,Subscription,2024-10
O003186,C2598,2024-10-31,P002,1,25.0,0.0,25.0,Subscription,2024-10
O003187,C2012,2024-09-01,P003,2,25.0,0.0,50.0,DTC,2024-09
O003188,C1930,2025-10-13,P012,2,79.0,0.0,158.0,DTC,2025-10
O003189,C0216,2024-08-26,P010,2,28.0,0.0,56.0,DTC,2024-08
O003190,C2422,2025-12-17,P006,2,25.0,0.0,50.0,DTC,2025-12
O003191,C2350,2025-02-25,P008,1,25.0,0.0,25.0,DTC,2025-02
O003192,C2002,2024-05-12,P005,1,25.0,0.0,25.0,DTC,2024-05
O003193,C0400,2024-02-01,P002,1,25.0,0.05,23.75,DTC,2024-02
O003194,C2478,2025-06-02,P002,1,25.0,0.0,25.0,DTC,2025-06
O003195,C0335,2024-04-28,P005,1,25.0,0.15,21.25,DTC,2024-04
O003196,C2316,2025-04-16,P008,3,25.0,0.0,75.0,DTC,2025-04
O003197,C1936,2025-12-01,P004,1,32.0,0.0,32.0,DTC,2025-12
O003198,C2771,2025-01-06,P006,1,25.0,0.0,25.0,DTC,2025-01
O003199,C1961,2024-06-22,P011,1,20.0,0.0,20.0,DTC,2024-06
O003200,C1458,2024-06-19,P005,1,25.0,0.0,25.0,DTC,2024-06
O003201,C1460,2025-03-27,P002,1,25.0,0.0,25.0,DTC,2025-03
O003202,C2725,2025-12-19,P001,2,25.0,0.0,50.0,DTC,2025-12
O003203,C1288,2025-08-01,P003,2,25.0,0.0,50.0,DTC,2025-08
O003204,C0412,2025-09-26,P003,1,25.0,0.0,25.0,DTC,2025-09
O003205,C2407,2025-09-16,P004,1,32.0,0.1,28.8,DTC,2025-09
O003206,C2430,2025-07-21,P006,1,25.0,0.0,25.0,DTC,2025-07
O003207,C1494,2024-06-08,P006,1,25.0,0.15,21.25,DTC,2024-06
O003208,C0011,2024-11-09,P009,1,32.0,0.0,32.0,DTC,2024-11
O003209,C1512,2024-02-21,P006,1,25.0,0.0,25.0,Subscription,2024-02
O003210,C2963,2024-07-13,P001,1,25.0,0.0,25.0,DTC,2024-07
O003211,C2608,2024-02-15,P007,1,32.0,0.05,30.4,DTC,2024-02
O003212,C0316,2024-05-13,P012,1,79.0,0.0,79.0,Subscription,2024-05
O003213,C0479,2025-09-02,P003,1,25.0,0.15,21.25,DTC,2025-09
O003214,C1418,2024-07-30,P005,3,25.0,0.05,71.25,DTC,2024-07
O003215,C0980,2025-02-09,P001,2,25.0,0.0,50.0,Subscription,2025-02
O003216,C1274,2024-03-07,P001,1,25.0,0.05,23.75,Subscription,2024-03
O003217,C2620,2025-04-23,P012,1,79.0,0.05,75.05,DTC,2025-04
O003218,C1062,2024-10-15,P009,1,32.0,0.0,32.0,Subscription,2024-10
O003219,C0061,2025-03-24,P006,1,25.0,0.0,25.0,Subscription,2025-03
O003220,C1760,2024-02-19,P006,2,25.0,0.0,50.0,DTC,2024-02
O003221,C1420,2025-10-17,P008,1,25.0,0.0,25.0,DTC,2025-10
O003222,C1603,2025-02-17,P002,1,25.0,0.0,25.0,DTC,2025-02
O003223,C2021,2024-07-19,P006,1,25.0,0.0,25.0,DTC,2024-07
O003224,C2365,2024-04-29,P006,1,25.0,0.05,23.75,DTC,2024-04
O003225,C0646,2025-02-04,P009,1,32.0,0.0,32.0,DTC,2025-02
O003226,C2116,2024-03-04,P011,1,20.0,0.0,20.0,DTC,2024-03
