customer_id,first_order_date,subscription_flag,region,total_orders
C0672,2024-03-08,True,US-West,6.0
C0673,2024-06-13,False,UK,4.0
C0674,2024-09-29,False,Australia,4.0
C0675,2025-12-15,False,UK,6.0
C0676,2025-09-16,True,US-West,6.0
C0677,2024-07-26,False,UK,6.0
C0678,2025-12-30,True,US-West,6.0
C0679,2024-04-09,False,US-West,4.0
C0680,2024-10-23,False,US-East,2.0
C0681,2024-07-27,False,Australia,1.0
C0682,2024-06-12,False,Canada,7.0
C0683,2024-05-15,False,Australia,8.0
C0684,2025-10-04,True,US-West,5.0
C0685,2025-06-07,True,UK,2.0
C0686,2024-04-28,True,Australia,3.0
C0687,2024-07-14,False,Australia,5.0
C0688,2024-10-05,False,Canada,6.0
C0689,2024-09-25,True,US-East,6.0
C0690,2024-02-09,False,Canada,3.0
C0691,2024-08-02,True,US-East,8.0
C0692,2024-11-13,True,US-West,6.0
C0693,2025-01-30,False,US-East,5.0
C0694,2024-07-20,False,US-East,5.0
C0695,2025-01-02,True,US-West,8.0
C0696,2024-06-20,False,Australia,3.0
C0697,2024-08-07,False,UK,5.0
C0698,2025-04-03,True,Australia,3.0
C0699,2025-01-29,False,Canada,2.0
C0700,2025-01-24,True,Canada,5.0
C0701,2025-09-01,True,US-West,8.0
C0702,2024-05-03,False,Australia,7.0
C0703,2024-09-21,False,US-East,5.0
C0704,2024-04-18,False,UK,8.0
C0705,2025-02-20,False,UK,5.0
C0706,2025-05-17,False,UK,4.0
C0707,2024-12-28,False,UK,7.0
C0708,2025-03-06,False,US-East,4.0
C0709,2025-07-21,False,US-East,2.0
C0710,2025-06-30,True,US-East,4.0
C0711,2025-09-11,True,Canada,6.0
C0712,2025-09-11,False,US-West,9.0
C0713,2025-04-03,False,US-East,5.0
C0714,2024-08-24,False,US-West,8.0
C0715,2024-01-09,False,US-West,3.0
C0716,2024-05-06,True,Canada,3.0
C0717,2025-06-08,True,Canada,7.0
C0718,2024-03-26,True,UK,6.0
C0719,2025-10-20,False,Australia,4.0
C0720,2025-02-12,True,Australia,2.0
C0721,2024-11-22,False,UK,3.0
C0722,2024-02-11,False,Australia,5.0
C0723,2024-02-19,False,US-West,4.0
C0724,2025-05-17,False,US-West,8.0
C0725,2024-01-10,False,UK,8.0
C0726,2025-08-03,True,UK,2.0
C0727,2024-03-10,True,Canada,4.0
C0728,2024-10-26,True,US-West,5.0
C0729,2024-06-06,True,US-East,4.0
C0730,2025-08-06,True,UK,7.0
C0731,2025-07-29,False,Australia,2.0
C0732,2024-03-17,False,US-East,5.0
C0733,2024-02-21,False,UK,4.0
C0734,2024-08-03,False,US-East,6.0
C0735,2024-02-22,False,Canada,4.0
C0736,2024-03-01,False,Australia,0.0
C0737,2025-07-19,False,Canada,6.0
C0738,2024-10-27,False,US-East,4.0
C0739,2025-02-10,False,UK,3.0
C0740,2025-08-12,False,UK,4.0
C0741,2024-10-07,False,Australia,4.0
C0742,2024-03-28,True,Canada,3.0
C0743,2025-01-23,True,Australia,4.0
C0744,2024-09-25,False,UK,7.0
C0745,2024-12-20,False,US-East,7.0
C0746,2025-03-06,False,Australia,1.0
C0747,2024-09-05,False,Australia,5.0
C0748,2024-09-29,True,US-West,6.0
C0749,2025-04-19,False,Australia,5.0
C0750,2024-04-18,False,Australia,10.0
C0751,2024-12-05,False,Australia,4.0
C0752,2024-09-16,False,US-East,6.0
C0753,2025-02-23,False,Canada,9.0
C0754,2024-12-04,False,Australia,5.0
C0755,2024-10-01,False,Canada,8.0
C0756,2025-07-21,False,US-West,3.0
C0757,2025-12-22,False,Canada,3.0
C0758,2025-09-01,False,Australia,6.0
C0759,2024-03-25,False,Canada,6.0
C0760,2025-10-21,True,UK,6.0
C0761,2025-07-17,False,Australia,5.0
C0762,2024-12-19,False,UK,6.0
C0763,2025-02-19,True,US-East,5.0
C0764,2025-03-02,True,US-East,6.0
C0765,2025-10-03,False,UK,3.0
C0766,2025-05-22,False,UK,5.0
C0767,2024-11-01,True,Canada,5.0
C0768,2024-06-17,False,Australia,5.0
C0769,2024-08-07,False,US-East,4.0
C0770,2024-03-03,True,US-East,4.0
C0771,2024-06-06,False,UK,9.0
C0772,2024-01-16,False,Canada,6.0
C0773,2025-06-26,False,Canada,7.0
C0774,2024-01-15,False,US-West,2.0
C0775,2025-11-16,False,Australia,4.0
C0776,2025-03-20,False,Australia,5.0
C0777,2024-09-30,True,Australia,7.0
C0778,2024-07-04,False,UK,0.0
C0779,2024-07-02,False,Canada,7.0
C0780,2025-12-28,False,US-West,6.0
C0781,2025-11-11,False,US-West,3.0
C0782,2024-11-09,False,UK,2.0
C0783,2025-06-27,False,Canada,5.0
C0784,2025-09-04,False,Canada,5.0
C0785,2025-03-22,False,US-West,7.0
C0786,2024-07-15,True,Canada,2.0
C0787,2024-08-18,True,US-East,7.0
C0788,2024-04-15,False,Canada,2.0
C0789,2024-06-05,False,US-West,6.0
C0790,2025-12-14,False,Australia,5.0
C0791,2025-01-05,False,Canada,1.0
C0792,2025-08-28,False,Canada,6.0
C0793,2025-12-12,False,Canada,2.0
C0794,2024-03-01,False,US-East,5.0
C0795,2025-11-19,True,US-West,3.0
C0796,2025-07-27,False,US-West,4.0
C0797,2025-04-01,False,US-East,6.0
C0798,2024-07-20,True,Canada,5.0
C0799,2025-10-27,True,US-East,4.0
C0800,2024-09-09,False,Canada,2.0
C0801,2025-03-10,False,Australia,8.0
C0802,2024-06-12,False,UK,7.0
C0803,2025-06-06,False,US-West,6.0
C0804,2024-10-26,False,Australia,5.0
C0805,2024-07-12,False,Australia,5.0
C0806,2024-08-28,False,Canada,2.0
C0807,2024-10-10,True,US-East,5.0
C0808,2025-09-09,True,Canada,4.0
C0809,2025-09-22,False,US-West,5.0
C0810,2024-09-03,True,Canada,7.0
C0811,2025-11-28,False,UK,5.0
C0812,2024-12-19,False,Australia,5.0
C0813,2025-06-30,False,Canada,4.0
C0814,2025-06-23,True,UK,10.0
C0815,2024-12-19,False,UK,4.0
C0816,2024-07-22,False,US-West,6.0
C0817,2025-03-23,True,Canada,3.0
C0818,2024-06-26,True,UK,5.0
C0819,2024-01-06,False,UK,7.0
C0820,2025-10-03,False,Canada,4.0
C0821,2024-03-08,True,UK,8.0
C0822,2024-05-18,False,UK,5.0
C0823,2024-05-29,True,UK,6.0
C0824,2025-05-12,True,Australia,2.0
C0825,2025-08-18,False,US-West,7.0
C0826,2024-05-19,False,US-West,5.0
C0827,2025-12-02,False,UK,5.0
C0828,2025-12-02,True,US-West,3.0
C0829,2024-04-07,False,US-East,7.0
C0830,2025-05-17,False,Australia,2.0
C0831,2025-09-03,False,US-West,7.0
C0832,2025-07-27,False,Canada,3.0
C0833,2025-04-21,False,Australia,3.0
C0834,2024-04-27,True,Australia,4.0
C0835,2024-10-07,False,Canada,5.0
C0836,2025-11-26,False,US-East,4.0
C0837,2024-09-15,False,US-West,7.0
C0838,2024-07-31,False,Australia,9.0
C0839,2025-04-29,True,US-East,7.0
C0840,2025-09-15,False,Australia,3.0
C0841,2024-07-23,True,Australia,3.0
C0842,2025-11-18,False,US-West,6.0
C0843,2024-05-23,False,US-East,3.0
C0844,2025-04-10,False,UK,5.0
C0845,2025-06-09,False,Canada,2.0
C0846,2024-12-09,False,Australia,3.0
C0847,2024-09-01,True,Canada,5.0
C0848,2025-09-18,False,UK,7.0
C0849,2024-07-26,False,UK,4.0
C0850,2025-07-31,False,US-West,7.0
C0851,2025-05-06,True,US-West,1.0
C0852,2025-02-27,False,US-West,5.0
C0853,2024-05-22,False,Australia,8.0
C0854,2025-04-25,True,Canada,5.0
C0855,2025-02-07,False,US-East,3.0
C0856,2025-01-24,False,US-West,10.0
C0857,2025-08-09,True,Canada,3.0
C0858,2025-12-08,True,US-West,7.0
C0859,2024-06-04,False,US-East,10.0
C0860,2025-03-15,False,US-East,4.0
C0861,2025-04-15,False,Canada,1.0
C0862,2024-08-13,False,US-West,5.0
C0863,2025-10-29,False,Australia,7.0
C0864,2024-10-04,True,UK,5.0
C0865,2024-02-25,False,UK,3.0
C0866,2024-02-07,True,Canada,4.0
C0867,2024-01-05,False,UK,6.0
C0868,2024-05-09,False,Canada,3.0
C0869,2024-01-25,False,US-East,9.0
C0870,2024-07-19,True,US-East,6.0
C0871,2025-01-21,False,Australia,4.0
C0872,2024-06-10,False,Australia,4.0
C0873,2024-05-24,False,UK,4.0
C0874,2024-01-02,False,US-East,6.0
C0875,2025-12-25,True,UK,5.0
C0876,2024-02-25,True,Australia,3.0
C0877,2024-02-10,True,US-East,8.0
C0878,2025-04-03,False,Australia,4.0
C0879,2025-11-17,False,UK,6.0
C0880,2025-04-02,False,Australia,2.0
C0881,2024-07-09,False,Australia,8.0
C0882,2025-08-31,False,US-West,4.0
C0883,2025-10-05,False,US-East,3.0
C0884,2024-03-12,False,Canada,3.0
C0885,2024-08-14,False,Canada,7.0
C0886,2025-06-17,True,US-East,7.0
C0887,2025-02-06,True,US-West,7.0
C0888,2025-05-10,False,Australia,3.0
C0889,2024-09-13,False,Australia,4.0
C0890,2024-05-09,False,UK,0.0
C0891,2025-09-15,False,UK,4.0
C0892,2025-10-24,True,Australia,1.0
C0893,2025-04-10,True,US-East,3.0
C0894,2025-02-19,False,US-West,5.0
C0895,2025-09-29,False,US-West,0.0
C0896,2025-11-06,True,Australia,3.0
C0897,2025-10-03,False,Canada,2.0
C0898,2024-06-17,False,UK,3.0
C0899,2025-02-25,True,Australia,3.0
C0900,2025-09-06,True,US-East,6.0
C0901,2024-01-22,False,Australia,2.0
C0902,2025-07-11,False,US-West,6.0
C0903,2025-12-29,False,US-East,9.0
C0904,2025-09-14,True,US-West,5.0
C0905,2024-11-02,False,Canada,5.0
C0906,2025-05-17,True,US-West,8.0
C0907,2024-04-13,True,US-West,7.0
C0908,2024-09-29,False,US-West,7.0
C0909,2024-05-17,False,Canada,4.0
C0910,2025-03-07,False,US-West,5.0
C0911,2025-10-17,False,UK,7.0
C0912,2025-06-05,False,Canada,6.0
C0913,2024-12-29,False,Canada,5.0
C0914,2024-02-19,True,US-West,2.0
C0915,2024-07-30,True,US-West,5.0
C0916,2025-02-20,False,Australia,6.0
C0917,2025-03-20,False,US-East,3.0
C0918,2025-04-11,False,US-East,4.0
C0919,2025-03-09,True,Canada,5.0
C0920,2025-12-01,False,Canada,4.0
C0921,2025-06-26,True,Australia,5.0
C0922,2024-08-10,True,US-East,4.0
C0923,2025-06-09,False,Canada,3.0
C0924,2024-11-27,False,UK,6.0
C0925,2024-11-17,False,Canada,5.0
C0926,2025-01-22,False,US-East,1.0
C0927,2025-01-15,False,Australia,6.0
C0928,2025-12-06,True,US-West,5.0
C0929,2024-11-06,True,US-East,5.0
C0930,2025-01-10,False,Canada,5.0
C0931,2024-02-29,True,Australia,11.0
C0932,2024-04-23,False,US-East,1.0
C0933,2024-03-10,True,US-West,6.0
C0934,2025-12-04,False,UK,2.0
C0935,2025-04-07,False,Canada,11.0
C0936,2024-03-05,False,Canada,9.0
C0937,2024-03-14,False,Canada,9.0
C0938,2024-04-01,True,UK,6.0
C0939,2024-03-04,False,UK,3.0
C0940,2025-11-10,False,Australia,3.0
C0941,2025-07-06,True,UK,6.0
C0942,2024-07-03,False,UK,5.0
C0943,2025-11-30,False,UK,7.0
C0944,2024-03-07,False,US-West,3.0
C0945,2025-02-17,True,US-West,7.0
C0946,2024-02-24,True,US-West,3.0
C0947,2024-08-07,False,UK,5.0
C0948,2025-03-10,False,UK,8.0
C0949,2025-09-06,False,UK,7.0
C0950,2024-01-30,False,Australia,3.0
C0951,2024-10-09,False,Canada,8.0
C0952,2024-12-13,False,Canada,2.0
C0953,2024-03-07,True,UK,5.0
C0954,2024-04-15,False,US-West,4.0
C0955,2024-10-14,False,Canada,5.0
C0956,2025-12-31,False,UK,8.0
C0957,2025-08-09,False,UK,10.0
C0958,2025-03-17,False,Australia,5.0
C0959,2024-08-17,False,Canada,8.0
C0960,2025-10-14,False,Australia,5.0
C0961,2025-08-03,False,Australia,6.0
C0962,2025-10-01,True,Canada,3.0
C0963,2024-09-09,True,US-West,2.0
C0964,2025-05-10,False,UK,3.0
C0965,2025-03-17,True,Canada,5.0
C0966,2025-11-07,True,UK,6.0
C0967,2025-12-08,False,US-West,4.0
C0968,2024-09-11,False,US-West,7.0
C0969,2024-01-26,True,UK,3.0
C0970,2025-04-22,True,Australia,9.0
C0971,2024-01-31,False,US-West,1.0
C0972,2024-03-12,False,US-East,4.0
C0973,2025-08-10,True,US-East,5.0
C0974,2025-08-28,True,US-West,5.0
C0975,2024-12-21,False,US-East,10.0
C0976,2025-08-23,False,Australia,3.0
C0977,2024-05-06,True,US-East,6.0
C0978,2025-11-30,False,Australia,4.0
C0979,2024-03-08,False,US-East,7.0
C0980,2025-12-27,True,US-East,6.0
C0981,2024-04-08,True,Canada,1.0
C0982,2025-08-30,True,US-West,5.0
C0983,2025-03-17,False,US-East,3.0
C0984,2024-07-07,True,US-East,7.0
C0985,2024-10-21,False,Canada,9.0
C0986,2024-10-20,True,UK,5.0
C0987,2024-05-20,False,Canada,2.0
C0988,2025-11-29,True,US-East,8.0
C0989,2024-09-17,False,Canada,3.0
C0990,2024-09-12,False,Canada,7.0
C0991,2024-06-21,False,Australia,6.0
C0992,2024-11-04,True,Canada,5.0
C0993,2025-08-16,False,US-East,2.0
C0994,2025-08-26,False,Australia,5.0
C0995,2024-09-06,False,Australia,6.0
C0996,2025-09-02,False,Canada,5.0
C0997,2025-10-22,True,Australia,10.0
C0998,2025-06-26,True,Canada,1.0
C0999,2025-05-30,False,Canada,5.0
C1000,2024-04-09,False,US-West,8.0
C1001,2025-07-19,True,US-East,2.0
C1002,2024-02-19,False,US-East,5.0
C1003,2025-09-17,False,UK,6.0
C1004,2024-09-27,True,Australia,1.0
C1005,2024-12-20,False,US-West,10.0
C1006,2025-10-10,False,Canada,1.0
C1007,2024-08-02,False,Australia,4.0
C1008,2024-04-20,False,UK,5.0
C1009,2024-01-13,False,Australia,4.0
C1010,2024-11-12,False,Canada,5.0
C1011,2025-11-18,False,US-West,2.0
C1012,2025-06-08,False,US-West,0.0
C1013,2025-03-13,False,US-East,5.0
C1014,2025-02-23,False,UK,2.0
C1015,2025-05-11,False,Canada,4.0
C1016,2025-08-23,False,US-East,4.0
C1017,2025-05-24,False,Australia,7.0
C1018,2024-10-13,False,Canada,3.0
C1019,2025-04-23,False,UK,4.0
C1020,2024-09-21,False,US-East,3.0
C1021,2025-10-25,False,UK,5.0
C1022,2024-03-23,False,Canada,5.0
C1023,2024-04-17,False,Canada,6.0
C1024,2024-05-22,True,UK,7.0
C1025,2025-09-23,True,US-West,5.0
C1026,2025-11-28,True,Australia,8.0
C1027,2025-03-02,False,US-East,7.0
C1028,2024-07-20,False,Canada,6.0
C1029,2024-03-13,False,US-East,5.0
C1030,2025-09-11,False,Canada,7.0
C1031,2024-06-24,True,US-West,6.0
C1032,2024-09-12,False,US-West,7.0
C1033,2025-03-13,True,Australia,5.0
C1034,2025-02-13,False,US-West,7.0
C1035,2025-01-09,False,US-West,5.0
C1036,2025-02-23,True,US-East,1.0
C1037,2024-01-03,False,US-East,1.0
C1038,2024-06-25,False,Canada,4.0
C1039,2025-01-27,False,Canada,6.0
C1040,2024-05-31,False,Australia,6.0
C1041,2024-08-26,True,US-East,4.0
C1042,2025-01-16,False,US-West,4.0
C1043,2025-01-14,False,US-West,5.0
C1044,2024-07-17,True,UK,6.0
C1045,2025-08-11,False,US-West,3.0
C1046,2025-05-08,True,Australia,9.0
C1047,2025-12-26,False,Australia,5.0
C1048,2024-02-10,True,Australia,7.0
C1049,2024-06-22,False,Canada,5.0
C1050,2025-12-02,False,US-West,6.0
C1051,2025-03-27,True,US-East,7.0
C1052,2024-07-26,True,Canada,0.0
C1053,2025-05-14,True,UK,5.0
C1054,2025-11-04,True,US-West,7.0
C1055,2024-01-06,False,Canada,5.0
C1056,2024-04-11,False,Australia,5.0
C1057,2025-10-31,False,US-West,5.0
C1058,2025-03-27,True,Canada,3.0
C1059,2024-07-29,False,Australia,4.0
C1060,2024-07-16,False,Canada,9.0
C1061,2025-02-07,False,US-East,2.0
C1062,2024-09-13,True,Canada,4.0
C1063,2025-12-11,True,Canada,6.0
C1064,2025-06-18,False,US-East,2.0
C1065,2024-12-30,False,US-West,4.0
C1066,2025-10-03,True,US-East,2.0
C1067,2024-08-05,False,US-West,4.0
C1068,2024-09-01,True,US-West,7.0
C1069,2025-04-27,True,Australia,6.0
C1070,2024-07-24,False,Australia,10.0
C1071,2025-10-23,True,UK,3.0
C1072,2025-09-21,False,UK,4.0
C1073,2024-02-07,False,US-East,2.0
C1074,2024-10-27,True,Australia,2.0
C1075,2025-01-25,True,UK,6.0
C1076,2025-11-30,False,Canada,5.0
C1077,2025-04-03,False,Australia,4.0
C1078,2025-11-13,False,UK,7.0
C1079,2025-12-10,False,Australia,5.0
C1080,2024-12-30,True,UK,5.0
C1081,2024-03-20,False,Australia,5.0
C1082,2024-11-05,False,US-East,4.0
C1083,2024-06-18,False,UK,8.0
C1084,2025-01-15,True,US-West,4.0
C1085,2024-03-31,False,Australia,9.0
C1086,2024-08-06,False,UK,5.0
C1087,2025-09-01,False,US-East,7.0
C1088,2025-07-03,True,US-West,6.0
C1089,2024-09-02,False,Canada,12.0
C1090,2025-07-21,False,US-East,4.0
C1091,2024-07-01,True,UK,3.0
C1092,2024-05-26,False,Australia,2.0
C1093,2024-12-28,False,Australia,6.0
C1094,2024-10-10,False,UK,7.0
C1095,2024-04-12,False,Australia,3.0
C1096,2024-03-23,False,US-West,6.0
C1097,2024-11-05,False,Australia,9.0
C1098,2024-06-15,False,US-West,4.0
C1099,2025-01-30,True,US-West,2.0
C1100,2024-11-13,False,US-West,3.0
C1101,2024-08-20,False,US-East,2.0
C1102,2025-03-20,False,UK,7.0
C1103,2025-05-28,False,Canada,1.0
C1104,2025-07-06,False,Canada,9.0
C1105,2024-09-21,True,US-West,5.0
C1106,2025-09-22,False,Australia,5.0
C1107,2024-02-23,False,US-East,8.0
C1108,2024-02-16,True,UK,6.0
C1109,2025-12-03,False,UK,2.0
C1110,2025-05-28,True,Australia,6.0
C1111,2024-10-27,False,Australia,3.0
C1112,2025-05-25,False,US-East,4.0
C1113,2024-08-20,False,Australia,5.0
C1114,2025-08-10,False,Australia,5.0
C1115,2024-06-30,True,Australia,9.0
C1116,2024-04-17,True,US-West,3.0
C1117,2024-04-28,False,Canada,2.0
C1118,2025-09-26,True,Australia,6.0
C1119,2024-08-07,False,Australia,10.0
C1120,2025-10-31,False,US-East,4.0
C1121,2025-12-25,False,Canada,8.0
C1122,2024-03-27,True,Canada,7.0
C1123,2024-10-06,False,US-West,4.0
C1124,2025-11-27,True,US-East,5.0
C1125,2024-03-01,False,Australia,3.0
C1126,2024-01-28,False,Australia,6.0
C1127,2025-03-06,False,Australia,7.0
C1128,2024-06-15,True,Canada,8.0
C1129,2024-07-30,False,UK,3.0
C1130,2025-02-09,False,UK,3.0
C1131,2025-05-17,True,US-West,4.0
C1132,2024-09-01,False,Australia,6.0
C1133,2025-04-24,True,Australia,3.0
C1134,2025-06-25,False,US-West,3.0
C1135,2025-06-01,False,US-East,4.0
C1136,2024-07-16,True,UK,6.0
C1137,2025-12-15,True,Canada,2.0
C1138,2024-03-08,True,UK,8.0
C1139,2024-01-23,False,US-West,3.0
C1140,2025-10-08,False,US-East,4.0
C1141,2025-04-20,False,Australia,2.0
C1142,2025-07-24,False,UK,6.0
C1143,2025-08-01,True,Canada,4.0
C1144,2025-09-04,False,US-East,7.0
C1145,2025-10-29,False,US-East,5.0
C1146,2024-04-25,False,Australia,7.0
C1147,2025-08-02,True,US-East,6.0
C1148,2025-03-04,True,Australia,8.0
C1149,2025-04-03,False,Australia,2.0
C1150,2024-11-12,True,US-East,6.0
C1151,2025-07-19,False,Canada,5.0
C1152,2025-08-09,False,UK,4.0
C1153,2025-05-11,True,US-West,7.0
C1154,2025-08-16,True,UK,6.0
C1155,2024-09-28,False,Canada,4.0
C1156,2024-04-01,False,US-East,3.0
C1157,2024-05-30,True,Canada,14.0
C1158,2024-11-17,False,UK,4.0
C1159,2024-05-26,False,Canada,7.0
C1160,2025-06-22,False,Canada,1.0
C1161,2025-04-06,True,UK,8.0
C1162,2024-02-28,False,US-East,8.0
C1163,2025-10-23,False,Canada,4.0
C1164,2025-07-27,False,US-East,7.0
C1165,2025-06-20,False,Canada,6.0
C1166,2025-11-07,False,Canada,5.0
C1167,2024-11-11,False,UK,1.0
C1168,2025-03-01,False,UK,6.0
C1169,2024-07-28,False,Australia,3.0
C1170,2024-09-24,True,US-East,7.0
C1171,2024-03-02,False,US-West,4.0
C1172,2024-10-31,False,Canada,2.0
C1173,2024-04-16,False,Australia,8.0
C1174,2025-11-17,True,US-East,5.0
C1175,2024-12-23,False,UK,7.0
C1176,2024-01-28,False,US-East,6.0
C1177,2025-12-10,False,US-West,5.0
C1178,2024-01-30,True,US-West,7.0
C1179,2025-04-16,False,Australia,7.0
C1180,2024-09-11,False,Canada,8.0
C1181,2025-02-22,False,US-East,2.0
C1182,2024-11-20,True,UK,5.0
C1183,2024-11-29,False,US-East,1.0
C1184,2025-07-07,False,UK,4.0
C1185,2025-09-26,False,UK,2.0
C1186,2025-12-16,True,US-West,5.0
C1187,2024-10-17,False,US-East,3.0
C1188,2024-07-13,False,US-West,3.0
C1189,2025-09-03,False,Australia,3.0
C1190,2025-09-30,True,US-West,5.0
C1191,2025-02-21,False,Australia,4.0
C1192,2025-09-12,True,UK,7.0
C1193,2025-07-13,False,US-West,1.0
C1194,2024-11-16,False,US-West,7.0
C1195,2025-05-25,False,US-East,5.0
C1196,2024-06-28,False,US-West,2.0
C1197,2024-01-24,False,Canada,5.0
C1198,2024-12-07,False,UK,9.0
C1199,2025-07-23,False,US-East,3.0
C1200,2024-07-17,True,Australia,6.0
C1201,2025-04-26,False,US-East,2.0
C1202,2025-11-08,False,US-West,4.0
C1203,2025-08-30,True,US-West,5.0
C1204,2025-05-31,True,Canada,9.0
C1205,2025-01-31,False,US-East,7.0
C1206,2024-01-23,False,US-West,8.0
C1207,2024-11-04,False,US-West,5.0
C1208,2024-02-04,True,US-West,4.0
C1209,2025-07-20,False,Australia,8.0
C1210,2024-12-23,True,US-West,6.0
C1211,2025-12-19,False,US-West,1.0
C1212,2024-07-22,True,UK,6.0
C1213,2025-03-22,False,Canada,4.0
C1214,2024-08-21,False,Canada,3.0
C1215,2024-07-07,False,UK,2.0
C1216,2025-09-07,False,UK,5.0
C1217,2024-03-11,False,Australia,5.0
C1218,2025-01-30,False,US-West,3.0
C1219,2025-02-21,True,US-West,5.0
C1220,2024-02-03,False,US-East,5.0
C1221,2024-11-15,False,Canada,4.0
C1222,2025-01-19,False,Canada,2.0
C1223,2025-01-16,False,US-West,5.0
C1224,2025-06-20,True,Australia,2.0
C1225,2024-12-15,False,US-East,7.0
C1226,2024-01-04,False,US-West,4.0
C1227,2024-12-23,False,Australia,0.0
C1228,2024-06-22,False,UK,8.0
C1229,2025-04-09,False,US-West,10.0
C1230,2025-09-08,True,US-East,5.0
C1231,2024-01-19,True,Australia,11.0
C1232,2025-07-13,False,US-West,4.0
C1233,2025-02-14,True,US-East,3.0
C1234,2024-09-30,True,UK,4.0
C1235,2024-12-10,False,US-West,2.0
C1236,2024-10-21,False,US-East,9.0
C1237,2024-10-30,False,US-West,3.0
C1238,2024-12-02,False,Canada,5.0
C1239,2024-02-03,False,Australia,7.0
C1240,2024-02-25,False,UK,6.0
C1241,2024-10-09,False,UK,5.0
C1242,2024-12-16,True,UK,5.0
C1243,2024-04-22,False,US-West,4.0
C1244,2024-08-07,False,US-West,6.0
C1245,2024-05-19,True,Australia,5.0
C1246,2025-07-16,False,Australia,8.0
C1247,2025-04-06,False,Canada,7.0
C1248,2025-08-15,False,UK,6.0
C1249,2024-11-26,False,US-East,6.0
C1250,2025-06-28,False,US-West,6.0
C1251,2025-11-24,False,US-East,3.0
C1252,2025-07-30,False,US-West,4.0
C1253,2025-05-23,False,Canada,5.0
C1254,2024-08-27,False,UK,5.0
C1255,2025-01-29,True,UK,5.0
C1256,2024-01-31,False,Canada,4.0
C1257,2025-04-18,True,Canada,3.0
C1258,2024-06-06,False,US-West,2.0
C1259,2025-01-22,True,Canada,3.0
C1260,2025-06-02,True,US-East,7.0
C1261,2024-09-20,False,Australia,9.0
C1262,2025-11-22,False,UK,4.0
C1263,2024-01-21,True,UK,3.0
C1264,2024-08-16,False,US-East,6.0
C1265,2025-08-24,False,US-West,4.0
C1266,2024-10-28,True,Australia,9.0
C1267,2024-05-16,False,US-West,5.0
C1268,2024-11-08,True,UK,1.0
C1269,2025-09-10,False,UK,3.0
C1270,2024-04-27,True,US-West,2.0
C1271,2024-05-04,True,UK,6.0
C1272,2024-01-21,True,UK,3.0
C1273,2025-07-25,True,Canada,6.0
C1274,2025-12-28,True,Canada,5.0
C1275,2024-10-07,False,US-West,3.0
C1276,2025-06-15,False,US-East,2.0
C1277,2025-09-16,False,US-East,4.0
C1278,2025-08-23,False,UK,1.0
C1279,2024-11-14,False,UK,4.0
C1280,2025-04-26,False,US-East,11.0
C1281,2024-04-15,True,US-West,4.0
C1282,2025-12-22,True,Australia,6.0
C1283,2025-12-18,False,Australia,2.0
C1284,2024-09-22,False,US-West,3.0
C1285,2024-02-07,False,US-West,3.0
C1286,2024-09-16,False,US-West,6.0
C1287,2024-01-04,False,Canada,7.0
C1288,2025-05-01,False,Canada,10.0
C1289,2025-12-05,True,US-East,4.0
C1290,2025-07-25,False,Canada,7.0
C1291,2025-06-06,False,Canada,2.0
C1292,2024-02-17,True,US-West,7.0
C1293,2025-10-20,False,US-West,4.0
C1294,2025-08-23,False,US-East,6.0
C1295,2024-09-01,True,US-East,4.0
C1296,2024-10-15,True,Canada,8.0
C1297,2024-02-27,False,UK,7.0
C1298,2024-01-06,True,US-West,3.0
C1299,2025-09-14,False,UK,6.0
C1300,2024-06-13,True,Australia,3.0
C1301,2025-11-04,False,Canada,6.0
C1302,2025-01-08,False,Canada,6.0
C1303,2025-08-14,False,UK,4.0
C1304,2025-03-19,False,US-East,7.0
C1305,2024-09-15,True,Australia,3.0
C1306,2025-03-24,False,US-East,4.0
C1307,2024-10-16,True,Canada,8.0
C1308,2024-12-21,False,US-West,2.0
C1309,2025-09-26,True,UK,4.0
C1310,2025-05-15,False,Australia,6.0
C1311,2024-01-01,False,Canada,3.0
C1312,2025-08-24,False,UK,3.0
C1313,2025-01-12,True,UK,1.0
C1314,2024-04-15,False,UK,4.0
C1315,2025-12-01,False,Australia,3.0
C1316,2025-12-04,False,US-West,3.0
C1317,2024-02-16,False,US-East,5.0
C1318,2024-11-02,False,UK,4.0
C1319,2025-01-11,False,US-West,6.0
C1320,2024-07-17,False,UK,6.0
C1321,2025-01-12,False,US-West,7.0
C1322,2024-03-28,False,US-East,3.0
C1323,2025-04-21,False,UK,5.0
C1324,2024-10-17,False,UK,1.0
C1325,2024-06-25,False,Australia,1.0
C1326,2024-11-30,False,Canada,5.0
C1327,2024-11-03,False,Canada,7.0
C1328,2025-12-10,False,Canada,4.0
C1329,2024-09-12,True,US-East,4.0
C1330,2025-03-22,True,Australia,5.0
C1331,2025-08-29,True,Canada,6.0
C1332,2025-02-07,True,US-West,9.0
C1333,2025-04-20,False,Australia,4.0
C1334,2024-09-18,False,Canada,3.0
C1335,2024-04-01,False,Canada,4.0
C1336,2024-12-19,False,Australia,6.0
C1337,2024-10-23,True,US-East,7.0
C1338,2024-02-09,False,Australia,4.0
C1339,2024-01-18,True,US-West,5.0
C1340,2025-10-04,False,US-East,4.0
C1341,2024-01-01,False,UK,1.0
C1342,2024-11-26,False,Australia,4.0
